crime,year,month,day
Non-Crime,2009,01,21
Non-Crime,2009,01,21
Non-Crime,2009,01,01
Non-Crime,2009,01,23
Non-Crime,2009,01,23
Psychiatric Detention,2009,01,26
Non-Crime,2009,01,26
Non-Crime,2009,01,26
Non-Crime,2009,01,26
Non-Crime,2009,01,26
Non-Crime,2009,01,27
Non-Crime,2009,01,28
Non-Crime,2009,01,28
Psychiatric Detention,2009,01,29
Non-Crime,2009,01,29
Non-Crime,2009,01,29
Non-Crime,2009,01,29
Psychiatric Detention,2009,01,30
Non-Crime,2009,01,30
Non-Crime,2009,01,30
Non-Crime,2009,01,31
Non-Crime,2009,01,30
Non-Crime,2009,02,01
Non-Crime,2009,02,01
Non-Crime,2009,02,02
Non-Crime,2009,02,02
Non-Crime,2009,02,02
Non-Crime,2009,02,02
Non-Crime,2009,02,02
Non-Crime,2009,02,03
Psychiatric Detention,2009,02,03
Non-Crime,2009,02,03
Non-Crime,2009,02,04
Non-Crime,2009,02,04
Non-Crime,2009,02,01
Non-Crime,2009,02,06
Psychiatric Detention,2009,02,07
Non-Crime,2009,02,06
Non-Crime,2009,02,07
Non-Crime,2009,02,04
Non-Crime,2009,02,09
Non-Crime,2009,02,10
Non-Crime,2009,02,11
Non-Crime,2009,02,12
Non-Crime,2009,02,12
Psychiatric Detention,2009,02,13
Psychiatric Detention,2009,02,14
Non-Crime,2009,02,15
Non-Crime,2009,02,15
Non-Crime,2009,02,16
Non-Crime,2009,02,16
Non-Crime,2009,02,14
Non-Crime,2009,01,26
Psychiatric Detention,2009,02,17
Non-Crime,2009,02,18
Non-Crime,2009,02,18
Non-Crime,2009,02,19
Non-Crime,2009,02,19
Non-Crime,2009,02,19
Non-Crime,2009,02,21
Non-Crime,2009,02,22
Psychiatric Detention,2009,02,22
Psychiatric Detention,2009,02,22
Non-Crime,2009,02,22
Non-Crime,2009,02,23
Non-Crime,2009,02,23
Non-Crime,2009,02,23
Non-Crime,2009,02,23
Non-Crime,2009,02,10
Non-Crime,2009,02,24
Non-Crime,2009,02,05
Non-Crime,2009,02,25
Non-Crime,2009,02,26
Non-Crime,2009,02,25
Non-Crime,2009,02,26
Non-Crime,2009,02,26
Non-Crime,2009,02,26
Non-Crime,2009,02,28
Non-Crime,2009,03,01
Non-Crime,2009,02,28
Non-Crime,2009,03,02
Non-Crime,2009,03,03
Psychiatric Detention,2009,03,04
Non-Crime,2009,03,04
Psychiatric Detention,2009,03,04
Non-Crime,2009,03,04
Non-Crime,2009,03,06
Non-Crime,2009,03,06
Non-Crime,2009,03,06
Non-Crime,2009,03,08
Non-Crime,2009,03,08
Non-Crime,2009,03,10
Non-Crime,2009,03,10
Non-Crime,2009,03,11
Psychiatric Detention,2009,03,12
Non-Crime,2008,10,20
Non-Crime,2009,03,12
Non-Crime,2009,03,14
Non-Crime,2009,03,15
Non-Crime,2009,03,13
Non-Crime,2009,03,15
Non-Crime,2009,03,17
Non-Crime,2009,03,17
Non-Crime,2009,03,14
Non-Crime,2009,03,16
Psychiatric Detention,2009,03,18
Non-Crime,2009,03,13
Non-Crime,2009,03,18
Non-Crime,2009,03,18
Non-Crime,2009,03,15
Non-Crime,2009,03,15
Non-Crime,2009,01,01
Non-Crime,2009,03,17
Psychiatric Detention,2009,03,19
Non-Crime,2009,03,13
Non-Crime,2009,03,19
Non-Crime,2009,03,19
Non-Crime,2009,03,20
Non-Crime,2009,03,20
Non-Crime,2009,03,20
Non-Crime,2009,03,20
Non-Crime,2009,03,23
Non-Crime,2009,03,23
Psychiatric Detention,2009,03,23
Non-Crime,2009,03,24
Non-Crime,2009,03,24
Non-Crime,2009,03,24
Non-Crime,2009,03,25
Non-Crime,2009,03,24
Non-Crime,2009,03,25
Non-Crime,2009,03,26
Non-Crime,2009,03,26
Non-Crime,2009,03,27
Non-Crime,2009,03,28
Non-Crime,2009,04,01
Non-Crime,2009,04,03
Psychiatric Detention,2009,04,04
Non-Crime,2009,04,03
Non-Crime,2009,04,05
Psychiatric Detention,2009,04,06
Psychiatric Detention,2009,04,06
Non-Crime,2009,04,06
Non-Crime,2009,04,07
Non-Crime,2009,04,07
Psychiatric Detention,2009,04,07
Non-Crime,2009,04,07
Non-Crime,2008,11,02
Non-Crime,2009,04,10
Psychiatric Detention,2009,04,10
Non-Crime,2009,04,10
Non-Crime,2009,04,12
Non-Crime,2009,04,12
Non-Crime,2009,04,12
Non-Crime,2009,04,08
Non-Crime,2009,04,14
Non-Crime,2009,04,14
Non-Crime,2009,04,14
Non-Crime,2009,04,09
Non-Crime,2009,04,13
Non-Crime,2009,04,15
Non-Crime,2009,04,04
Psychiatric Detention,2009,04,16
Non-Crime,2009,04,17
Non-Crime,2009,04,17
Psychiatric Detention,2009,04,18
Non-Crime,2009,04,18
Non-Crime,2009,04,18
Non-Crime,2009,04,18
Psychiatric Detention,2009,04,20
Non-Crime,2009,04,20
Non-Crime,2009,04,21
Non-Crime,2009,04,21
Non-Crime,2009,04,22
Non-Crime,2009,04,22
Non-Crime,2009,04,22
Psychiatric Detention,2009,04,22
Non-Crime,2009,04,23
Non-Crime,2009,04,23
Non-Crime,2009,04,16
Psychiatric Detention,2009,04,24
Non-Crime,2009,04,24
Non-Crime,2009,04,25
Non-Crime,2009,04,26
Non-Crime,2009,04,27
Non-Crime,2009,04,13
Non-Crime,2009,04,21
Non-Crime,2009,04,27
Non-Crime,2009,04,25
Non-Crime,2009,04,28
Non-Crime,2009,04,29
Non-Crime,2009,04,26
Non-Crime,2009,04,30
Non-Crime,2009,04,30
Non-Crime,2009,04,21
Psychiatric Detention,2009,05,02
Non-Crime,2009,05,02
Non-Crime,2009,05,04
Non-Crime,2009,05,04
Non-Crime,2009,05,05
Psychiatric Detention,2009,05,05
Non-Crime,2009,05,06
Non-Crime,2009,04,11
Non-Crime,2009,05,04
Non-Crime,2009,05,07
Non-Crime,2009,05,08
Psychiatric Detention,2009,05,09
Non-Crime,2009,05,09
Non-Crime,2009,05,10
Non-Crime,2009,05,11
Non-Crime,2009,05,11
Non-Crime,2009,05,11
Non-Crime,2009,05,12
Non-Crime,2009,05,12
Non-Crime,2009,05,07
Psychiatric Detention,2009,05,12
Non-Crime,2009,05,13
Non-Crime,2009,05,13
Non-Crime,2009,05,13
Non-Crime,2009,03,02
Non-Crime,2009,05,15
Non-Crime,2009,05,15
Non-Crime,2009,05,16
Non-Crime,2009,05,17
Non-Crime,2009,05,17
Non-Crime,2009,05,17
Non-Crime,2009,05,18
Non-Crime,2009,05,19
Non-Crime,2009,05,19
Non-Crime,2009,04,28
Psychiatric Detention,2009,05,19
Non-Crime,2009,05,20
Non-Crime,2009,05,20
Non-Crime,2009,05,20
Non-Crime,2009,05,21
Non-Crime,2009,05,16
Non-Crime,2009,05,22
Non-Crime,2009,05,22
Non-Crime,2009,05,22
Non-Crime,2009,05,23
Non-Crime,2009,05,23
Non-Crime,2009,05,24
Non-Crime,2009,05,26
Non-Crime,2009,05,25
Non-Crime,2009,05,28
Non-Crime,2009,05,28
Non-Crime,2009,05,28
Psychiatric Detention,2009,05,29
Non-Crime,2009,05,29
Non-Crime,2009,05,29
Psychiatric Detention,2009,05,30
Non-Crime,2009,05,30
Non-Crime,2009,05,27
Non-Crime,2009,05,31
Non-Crime,2009,06,01
Non-Crime,2009,06,01
Non-Crime,2009,06,02
Non-Crime,2009,06,02
Non-Crime,2009,06,03
Non-Crime,2009,06,03
Non-Crime,2009,06,05
Non-Crime,2009,06,05
Non-Crime,2009,06,06
Non-Crime,2009,06,04
Non-Crime,2009,06,09
Non-Crime,2009,06,09
Non-Crime,2009,06,09
Non-Crime,2009,06,09
Psychiatric Detention,2009,05,30
Non-Crime,2009,06,09
Non-Crime,2009,06,11
Non-Crime,2009,06,10
Non-Crime,2009,06,02
Non-Crime,2009,06,12
Non-Crime,2009,06,13
Non-Crime,2009,06,13
Non-Crime,2009,06,13
Non-Crime,2009,06,11
Non-Crime,2009,06,13
Psychiatric Detention,2009,06,14
Psychiatric Detention,2009,06,14
Non-Crime,2009,06,15
Non-Crime,2009,06,15
Non-Crime,2009,06,15
Non-Crime,2009,06,16
Non-Crime,2009,06,16
Psychiatric Detention,2009,06,17
Non-Crime,2009,06,17
Non-Crime,2009,06,18
Non-Crime,2009,06,20
Non-Crime,2009,06,20
Non-Crime,2009,06,20
Non-Crime,2009,06,19
Non-Crime,2009,06,21
Non-Crime,2009,06,20
Non-Crime,2009,06,21
Non-Crime,2009,06,20
Non-Crime,2009,06,23
Non-Crime,2009,06,22
Non-Crime,2009,06,23
Non-Crime,2009,06,24
Non-Crime,2009,06,25
Non-Crime,2009,06,26
Non-Crime,2009,06,28
Non-Crime,2009,06,28
Non-Crime,2009,06,28
Non-Crime,2009,06,27
Non-Crime,2009,06,29
Non-Crime,2009,05,14
Non-Crime,2009,06,30
Non-Crime,2009,06,30
Non-Crime,2009,07,02
Non-Crime,2009,05,03
Non-Crime,2009,07,03
Non-Crime,2009,07,04
Psychiatric Detention,2009,07,04
Non-Crime,2009,07,04
Non-Crime,2009,07,05
Non-Crime,2009,07,05
Non-Crime,2009,07,05
Non-Crime,2009,07,05
Non-Crime,2009,07,05
Non-Crime,2009,07,06
Non-Crime,2009,07,06
Non-Crime,2009,07,06
Non-Crime,2009,07,04
Non-Crime,2009,07,07
Non-Crime,2009,07,07
Non-Crime,2009,07,08
Non-Crime,2009,07,08
Non-Crime,2009,07,08
Non-Crime,2009,06,18
Non-Crime,2009,07,09
Non-Crime,2009,07,10
Non-Crime,2009,07,11
Non-Crime,2009,07,10
Non-Crime,2009,07,10
Non-Crime,2009,07,11
Non-Crime,2009,07,02
Non-Crime,2009,07,11
Psychiatric Detention,2009,07,13
Non-Crime,2009,07,11
Non-Crime,2009,07,13
Psychiatric Detention,2009,07,14
Psychiatric Detention,2009,07,15
Non-Crime,2009,07,15
Non-Crime,2009,05,10
Non-Crime,2009,07,15
Psychiatric Detention,2009,07,16
Non-Crime,2009,07,06
Non-Crime,2009,07,16
Non-Crime,2009,07,17
Non-Crime,2009,07,17
Non-Crime,2009,07,18
Non-Crime,2009,07,18
Non-Crime,2009,07,18
Non-Crime,2009,07,20
Non-Crime,2009,06,30
Non-Crime,2009,05,04
Non-Crime,2008,11,03
Non-Crime,2009,05,21
Non-Crime,2009,06,01
Non-Crime,2009,01,22
Non-Crime,2009,02,01
Non-Crime,2009,01,01
Non-Crime,2009,05,15
Vandalism,2008,01,22
Malicious Mischief (over $400),2008,01,23
Malicious Mischief (over $400),2008,01,25
Vandalism Less Than $400,2008,01,28
Minor Possession Tobacco Product,2008,01,28
Vandalism Less Than $400,2008,01,27
Vandalism Less Than $400,2008,01,28
Vandalism:deface Property,2008,01,28
Malicious Mischief (over $400),2008,01,25
Vandalism Less Than $400,2008,01,28
Malicious Mischief (over $400),2008,01,29
Minor Possession Tobacco Product,2008,01,30
Malicious Mischief (over $400),2008,01,30
Drunk Or Disorderly,2008,02,01
Vandalism:deface Property,2008,01,27
Malicious Mischief (over $400),2008,02,05
Drunk Or Disorderly,2008,02,06
Vandalism Less Than $400,2008,02,06
Malicious Mischief (over $400),2008,02,08
Drunk Or Disorderly,2008,02,09
Loiter W/Intent To Commit Prostitut,2008,02,10
Vandalism:deface Property,2008,02,08
Vandalism:deface Property,2008,02,01
Vandalism Less Than $400,2008,02,11
Vandalism:deface Property,2008,02,10
Indecent Exposure,2008,02,13
Minor Possession Tobacco Product,2008,02,14
Vandalism:deface Property,2008,02,14
Malicious Mischief (over $400),2008,02,13
Malicious Mischief (over $400),2008,02,16
Vandalism Less Than $400,2008,02,17
Malicious Mischief (over $400),2008,02,19
Vandalism:deface Property,2008,02,19
Malicious Mischief (over $400),2008,02,19
Malicious Mischief (over $400),2008,02,19
Curfew Violation/Loitering,2008,02,20
Drinking In Public,2008,02,21
Malicious Mischief (over $400),2008,02,21
Trespass Prohibited On Posted Land,2008,02,17
Malicious Mischief (over $400),2008,02,23
Malicious Mischief (over $400),2008,02,22
Malicious Mischief (over $400),2008,02,26
Trespass Prohibited On Posted Land,2008,02,27
Vandalism Less Than $400,2008,02,27
Malicious Mischief (over $400),2008,02,28
Malicious Mischief (over $400),2008,02,28
Vandalism:deface Property,2008,02,29
Vandalism:deface Property,2008,03,01
Vandalism Less Than $400,2008,03,01
Vandalism:deface Property,2008,03,02
Vandalism Less Than $400,2008,03,03
Vandalism:deface Property,2008,03,01
Vandalism:deface Property,2008,03,03
Malicious Mischief (over $400),2008,03,04
Vandalism Less Than $400,2008,03,05
Vandalism:deface Property,2008,03,04
Malicious Mischief (over $400),2008,03,05
Drunk Or Disorderly,2008,03,06
Vandalism Less Than $400,2008,03,07
Vandalism:deface Property,2008,03,07
Vandalism:deface Property,2008,03,07
Malicious Mischief (over $400),2008,03,09
Malicious Mischief (over $400),2008,03,06
Vandalism:deface Property,2008,03,12
Drunk Or Disorderly,2008,03,12
Indecent Exposure,2008,02,28
Drunk Or Disorderly,2008,03,14
Drunk Or Disorderly,2008,03,16
Malicious Mischief (over $400),2008,03,16
Vandalism:deface Property,2008,03,15
Vandalism:deface Property,2008,03,17
Drunk Or Disorderly,2008,03,18
Vandalism:deface Property,2008,03,18
Malicious Mischief (over $400),2008,03,21
Drunk Or Disorderly,2008,03,22
Vandalism,2008,03,21
Trespass Prohibited On Posted Land,2008,03,22
Vandalism Less Than $400,2008,03,24
Malicious Mischief (over $400),2008,03,23
Malicious Mischief (over $400),2008,03,24
Minor Possession Tobacco Product,2008,03,25
Vandalism Less Than $400,2008,03,20
Vandalism Less Than $400,2008,03,26
Vandalism:deface Property,2008,03,25
Vandalism Less Than $400,2008,03,28
Drunk Or Disorderly,2008,03,29
Vandalism Less Than $400,2008,03,29
Trespass Prohibited On Posted Land,2008,03,30
Malicious Mischief (over $400),2008,03,30
Minor Possession Tobacco Product,2008,03,31
Malicious Mischief (over $400),2008,03,30
Drunk Or Disorderly,2008,04,01
Vandalism Less Than $400,2008,03,25
Vandalism:deface Property,2008,04,01
Malicious Mischief (over $400),2008,04,04
Arrest Authority Of Truant Pupils,2008,04,04
Vandalism Less Than $400,2008,04,05
Vandalism Less Than $400,2008,04,05
Drunk Or Disorderly,2008,04,06
Trespass Prohibited On Posted Land,2008,04,06
Indecent Exposure,2008,04,07
Vandalism Less Than $400,2008,04,07
Malicious Mischief (over $400),2008,04,07
Indecent Exposure,2008,03,08
Vandalism Less Than $400,2008,04,09
Vandalism Less Than $400,2008,04,09
Drunk Or Disorderly,2008,04,10
Vandalism Less Than $400,2008,04,10
Malicious Mischief (over $400),2008,04,11
Minor Possession Tobacco Product,2008,04,12
Drunk Or Disorderly,2008,04,12
Malicious Mischief (over $400),2008,04,12
Minor Possession Tobacco Product,2008,04,14
Minor Possession Tobacco Product,2008,04,14
Vandalism Less Than $400,2008,04,14
Drunk Or Disorderly,2008,04,20
Malicious Mischief (over $400),2008,04,20
Malicious Mischief (over $400),2008,04,20
Malicious Mischief (over $400),2008,04,19
Minor Possession Tobacco Product,2008,04,18
Drunk Or Disorderly,2008,04,22
Vandalism:deface Property,2008,04,21
Minor Poss Alcohol Bev In Public,2008,04,22
Malicious Mischief (over $400),2008,04,22
Malicious Mischief (over $400),2008,04,21
Drinking In Public,2008,04,24
Minor Possession Tobacco Product,2008,04,25
Drunk Or Disorderly,2008,04,26
Vandalism Less Than $400,2008,04,27
Vandalism,2008,04,27
Vandalism Less Than $400,2008,04,27
Vandalism:deface Property,2008,04,27
Vandalism:deface Property,2008,04,28
Vandalism Less Than $400,2008,04,29
Malicious Mischief (over $400),2008,04,30
Malicious Mischief (over $400),2008,04,30
Vandalism Less Than $400,2008,04,30
Vandalism Less Than $400,2008,05,02
Vandalism:deface Property,2008,05,01
Drunk Or Disorderly,2008,05,02
Curfew Violation/Loitering,2008,05,04
Malicious Mischief (over $400),2008,05,03
Drunk Or Disorderly,2008,05,04
Malicious Mischief (over $400),2008,05,03
Malicious Mischief (over $400),2008,05,08
Drunk Or Disorderly,2008,05,08
Vandalism:deface Property,2008,05,09
Vandalism:deface Property,2008,05,11
Vandalism Less Than $400,2008,05,11
Vandalism Less Than $400,2008,05,13
Malicious Mischief (over $400),2008,05,12
Drunk Or Disorderly,2008,05,15
Drunk Or Disorderly,2008,05,15
Drunk Or Disorderly,2008,05,16
Malicious Mischief (over $400),2008,05,16
Vandalism:deface Property,2008,05,16
Prostitution,2008,05,16
Minor Poss Alcohol Bev In Public,2008,05,18
Malicious Mischief (over $400),2008,05,18
Malicious Mischief (over $400),2008,05,19
Vandalism Less Than $400,2008,05,22
Drunk Or Disorderly,2008,05,22
Vandalism Less Than $400,2008,05,23
Minor Possession Tobacco Product,2008,05,23
Vandalism:deface Property,2008,05,24
Vandalism,2008,05,25
Drunk Or Disorderly,2008,05,27
Vandalism Less Than $400,2008,05,25
Vandalism Less Than $400,2008,05,28
Vandalism:deface Property,2008,05,31
Vandalism,2008,05,31
Minor Possession Tobacco Product,2008,06,06
Indecent Exposure,2008,06,06
Drunk Or Disorderly,2008,06,06
Drunk Or Disorderly,2008,06,07
Vandalism,2008,06,01
Drunk Or Disorderly,2008,06,07
Vandalism Less Than $400,2008,06,07
Vandalism Less Than $400,2008,06,07
Vandalism:deface Property,2008,06,07
Malicious Mischief (over $400),2008,06,09
Malicious Mischief (over $400),2008,06,09
Malicious Mischief (over $400),2008,06,10
Drunk Or Disorderly,2008,06,14
Vandalism,2008,06,14
Vandalism Less Than $400,2008,06,14
Drunk Or Disorderly,2008,06,17
Vandalism Less Than $400,2008,06,17
Vandalism:deface Property,2008,06,19
Drunk Or Disorderly,2008,06,19
Malicious Mischief (over $400),2008,06,20
Vandalism:deface Property,2008,06,21
Malicious Mischief (over $400),2008,06,23
Malicious Mischief (over $400),2008,06,24
Vandalism,2008,06,19
Vandalism,2008,06,27
Malicious Mischief (over $400),2008,06,27
Malicious Mischief (over $400),2008,06,29
Vandalism:deface Property,2008,06,02
Malicious Mischief (over $400),2008,06,30
Vandalism Less Than $400,2008,06,30
Vandalism Less Than $400,2008,07,02
Drunk Or Disorderly,2008,07,03
Malicious Mischief (over $400),2008,07,02
Malicious Mischief (over $400),2008,07,02
Malicious Mischief (over $400),2008,07,02
Malicious Mischief (over $400),2008,07,03
Vandalism,2008,07,05
Malicious Mischief (over $400),2008,07,03
Vandalism Less Than $400,2008,07,06
Drunk Or Disorderly,2008,07,07
Malicious Mischief (over $400),2008,07,08
Malicious Mischief (over $400),2008,07,08
Vandalism Less Than $400,2008,07,07
Malicious Mischief (over $400),2008,07,08
Vandalism:deface Property,2008,06,18
Vandalism,2008,07,12
Malicious Mischief (over $400),2008,07,13
Malicious Mischief (over $400),2008,07,13
Vandalism:deface Property,2008,07,13
Vandalism Less Than $400,2008,07,15
Drunk Or Disorderly,2008,07,16
Malicious Mischief (over $400),2008,07,17
Trespass Prohibited On Posted Land,2008,07,18
Vandalism Less Than $400,2008,07,18
Trespass Prohibited On Posted Land,2008,07,20
Drunk Or Disorderly,2008,07,20
Vandalism:deface Property,2008,07,20
Malicious Mischief (over $400),2008,07,12
Malicious Mischief (over $400),2008,07,21
Vandalism,2008,07,22
Vandalism,2008,07,23
Drunk Or Disorderly,2008,07,24
Drunk Or Disorderly,2008,07,24
Vandalism Less Than $400,2008,07,25
Drunk Or Disorderly,2008,07,26
Malicious Mischief (over $400),2008,07,25
Malicious Mischief (over $400),2008,07,25
Malicious Mischief (over $400),2008,07,25
Drunk Or Disorderly,2008,07,26
Drunk Or Disorderly,2008,07,26
Malicious Mischief (over $400),2008,07,26
Vandalism Less Than $400,2008,07,25
Vandalism,2008,07,28
Malicious Mischief (over $400),2008,07,29
Vandalism,2008,07,29
Malicious Mischief (over $400),2008,07,30
Malicious Mischief (over $400),2008,07,26
Vandalism Less Than $400,2008,08,02
Vandalism Less Than $400,2008,08,02
Minor Possession Tobacco Product,2008,09,03
Vandalism,2008,07,24
Vandalism,2008,07,19
Vandalism,2008,07,27
Malicious Mischief (over $400),2008,08,04
Vandalism Less Than $400,2008,08,05
Malicious Mischief (over $400),2008,08,05
Malicious Mischief (over $400),2008,08,04
Drunk Or Disorderly,2008,08,06
Vandalism,2008,08,06
Malicious Mischief (over $400),2008,07,02
Malicious Mischief (over $400),2008,08,07
Malicious Mischief (over $400),2008,08,09
Malicious Mischief (over $400),2008,08,09
Indecent Exposure,2008,08,09
Vandalism Less Than $400,2008,08,10
Drunk Or Disorderly,2008,08,10
Drunk Or Disorderly,2008,08,10
Drunk Or Disorderly,2008,08,11
Vandalism Less Than $400,2008,08,11
Vandalism Less Than $400,2008,08,12
Malicious Mischief (over $400),2008,08,12
Malicious Mischief (over $400),2008,08,12
Malicious Mischief (over $400),2008,08,12
Vandalism Less Than $400,2008,08,13
Vandalism:deface Property,2008,08,17
Drunk Or Disorderly,2008,08,17
Drunk Or Disorderly,2008,08,17
Malicious Mischief (over $400),2008,08,19
Indecent Exposure,2008,08,19
Vandalism,2008,08,19
Vandalism:deface Property,2008,08,20
Vandalism:deface Property,2008,08,20
Drunk Or Disorderly,2008,08,21
Malicious Mischief (over $400),2008,08,21
Malicious Mischief (over $400),2008,08,21
Malicious Mischief (over $400),2008,08,21
Drunk Or Disorderly,2008,08,23
Malicious Mischief (over $400),2008,08,24
Vandalism Less Than $400,2008,08,23
Malicious Mischief (over $400),2008,08,23
Vandalism Less Than $400,2008,08,24
Drunk Or Disorderly,2008,08,25
Malicious Mischief (over $400),2008,08,25
Malicious Mischief (over $400),2008,08,25
Drunk Or Disorderly,2008,08,26
Vandalism,2008,08,25
Vandalism,2008,08,07
Vandalism Less Than $400,2008,08,27
Vandalism Less Than $400,2008,08,26
Drunk Or Disorderly,2008,08,28
Vandalism:deface Property,2008,08,29
Loiter W/Intent To Commit Prostitut,2008,08,30
Drunk Or Disorderly,2008,08,31
Vandalism Less Than $400,2008,08,30
Malicious Mischief (over $400),2008,08,30
Vandalism Less Than $400,2008,08,14
Malicious Mischief (over $400),2008,08,29
Vandalism Less Than $400,2008,09,01
Vandalism Less Than $400,2008,09,01
Vandalism Less Than $400,2008,09,01
Drunk Or Disorderly,2008,09,02
Minor Possession Tobacco Product,2008,09,03
Malicious Mischief (over $400),2008,09,01
Malicious Mischief (over $400),2008,09,03
Vandalism Less Than $400,2008,09,03
Drunk Or Disorderly,2008,09,04
Vandalism Less Than $400,2008,09,04
Vandalism Less Than $400,2008,09,04
Malicious Mischief (over $400),2008,09,05
Malicious Mischief (over $400),2008,09,06
Malicious Mischief (over $400),2008,09,06
Malicious Mischief (over $400),2008,09,06
Minor Possession Tobacco Product,2008,09,07
Malicious Mischief (over $400),2008,09,07
Malicious Mischief (over $400),2008,09,07
Malicious Mischief (over $400),2008,09,07
Malicious Mischief (over $400),2008,09,07
Malicious Mischief (over $400),2008,09,07
Malicious Mischief (over $400),2008,09,07
Malicious Mischief (over $400),2008,09,06
Malicious Mischief (over $400),2008,09,06
Malicious Mischief (over $400),2008,09,07
Malicious Mischief (over $400),2008,09,07
Drunk Or Disorderly,2008,09,08
Malicious Mischief (over $400),2008,09,08
Minor Possession Tobacco Product,2008,09,08
Vandalism Less Than $400,2008,09,08
Vandalism,2008,09,07
Malicious Mischief (over $400),2008,08,30
Indecent Exposure,2008,09,10
Vandalism:deface Property,2008,09,10
Drunk Or Disorderly,2008,09,10
Vandalism Less Than $400,2008,09,11
Vandalism Less Than $400,2008,09,11
Malicious Mischief (over $400),2008,09,13
Vandalism Less Than $400,2008,09,13
Drinking In Public,2008,09,14
Vandalism Less Than $400,2008,09,13
Vandalism,2008,09,08
Vandalism,2008,09,14
Vandalism Less Than $400,2008,09,15
Malicious Mischief (over $400),2008,09,15
Trespass Prohibited On Posted Land,2008,09,18
Vandalism,2008,09,15
Vandalism:deface Property,2008,09,17
Drunk Or Disorderly,2008,09,18
Vandalism,2008,09,18
Curfew Violation/Loitering,2008,09,21
Drunk Or Disorderly,2008,09,21
Malicious Mischief (over $400),2008,09,22
Vandalism,2008,09,22
Vandalism Less Than $400,2008,09,24
Indecent Exposure,2008,09,24
Drunk Or Disorderly,2008,09,25
Drunk Or Disorderly,2008,09,25
Malicious Mischief (over $400),2008,09,25
Vandalism:deface Property,2008,09,18
Vandalism:deface Property,2008,09,26
Malicious Mischief (over $400),2008,09,28
Vandalism Less Than $400,2008,09,27
Malicious Mischief (over $400),2008,09,27
Vandalism Less Than $400,2008,09,28
Vandalism:deface Property,2008,09,27
Vandalism Less Than $400,2008,09,28
Malicious Mischief (over $400),2008,09,26
